Region/Country/Area,,Year,Series,Value,Footnotes
136,Cayman Islands,2013,Employment by industry: Agriculture (%) Female,0.2,Break in the time series.
136,Cayman Islands,2013,Employment by industry: Industry (%) Female,2,Break in the time series.
136,Cayman Islands,2013,Employment by industry: Services (%) Female,97.7,Break in the time series.
140,Central African Republic,2005,Employment by industry: Agriculture (%) Male and Female,80.038,Estimate.
140,Central African Republic,2005,Employment by industry: Industry (%) Male and Female,6.048,Estimate.
140,Central African Republic,2005,Employment by industry: Services (%) Male and Female,13.915,Estimate.
140,Central African Republic,2005,Employment by industry: Agriculture (%) Male,76.157,Estimate.
140,Central African Republic,2005,Employment by industry: Industry (%) Male,8.456,Estimate.
140,Central African Republic,2005,Employment by industry: Services (%) Male,15.387,Estimate.
140,Central African Republic,2005,Employment by industry: Agriculture (%) Female,84.57,Estimate.
140,Central African Republic,2005,Employment by industry: Industry (%) Female,3.235,Estimate.
140,Central African Republic,2005,Employment by industry: Services (%) Female,12.195,Estimate.
140,Central African Republic,2010,Employment by industry: Agriculture (%) Male and Female,78.756,Estimate.
140,Central African Republic,2010,Employment by industry: Industry (%) Male and Female,6.158,Estimate.
140,Central African Republic,2010,Employment by industry: Services (%) Male and Female,15.086,Estimate.
140,Central African Republic,2010,Employment by industry: Agriculture (%) Male,75.038,Estimate.
140,Central African Republic,2010,Employment by industry: Industry (%) Male,8.669,Estimate.
140,Central African Republic,2010,Employment by industry: Services (%) Male,16.293,Estimate.
140,Central African Republic,2010,Employment by industry: Agriculture (%) Female,83.152,Estimate.
140,Central African Republic,2010,Employment by industry: Industry (%) Female,3.19,Estimate.
140,Central African Republic,2010,Employment by industry: Services (%) Female,13.658,Estimate.
140,Central African Republic,2015,Employment by industry: Agriculture (%) Male and Female,78.507,Estimate.
140,Central African Republic,2015,Employment by industry: Industry (%) Male and Female,5.336,Estimate.
140,Central African Republic,2015,Employment by industry: Services (%) Male and Female,16.157,Estimate.
140,Central African Republic,2015,Employment by industry: Agriculture (%) Male,74.929,Estimate.
140,Central African Republic,2015,Employment by industry: Industry (%) Male,7.541,Estimate.
140,Central African Republic,2015,Employment by industry: Services (%) Male,17.53,Estimate.
140,Central African Republic,2015,Employment by industry: Agriculture (%) Female,82.807,Estimate.
140,Central African Republic,2015,Employment by industry: Industry (%) Female,2.687,Estimate.
140,Central African Republic,2015,Employment by industry: Services (%) Female,14.506,Estimate.
140,Central African Republic,2020,Employment by industry: Agriculture (%) Male and Female,77.081,Estimate.
140,Central African Republic,2020,Employment by industry: Industry (%) Male and Female,5.416,Estimate.
140,Central African Republic,2020,Employment by industry: Services (%) Male and Female,17.503,Estimate.
140,Central African Republic,2020,Employment by industry: Agriculture (%) Male,73.779,Estimate.
140,Central African Republic,2020,Employment by industry: Industry (%) Male,7.715,Estimate.
140,Central African Republic,2020,Employment by industry: Services (%) Male,18.506,Estimate.
140,Central African Republic,2020,Employment by industry: Agriculture (%) Female,81.005,Estimate.
140,Central African Republic,2020,Employment by industry: Industry (%) Female,2.683,Estimate.
140,Central African Republic,2020,Employment by industry: Services (%) Female,16.312,Estimate.
148,Chad,2005,Employment by industry: Agriculture (%) Male and Female,79.894,Estimate.
148,Chad,2005,Employment by industry: Industry (%) Male and Female,2.34,Estimate.
148,Chad,2005,Employment by industry: Services (%) Male and Female,17.766,Estimate.
148,Chad,2005,Employment by industry: Agriculture (%) Male,78.968,Estimate.
148,Chad,2005,Employment by industry: Industry (%) Male,3.695,Estimate.
148,Chad,2005,Employment by industry: Services (%) Male,17.337,Estimate.
148,Chad,2005,Employment by industry: Agriculture (%) Female,81.018,Estimate.
148,Chad,2005,Employment by industry: Industry (%) Female,0.695,Estimate.
148,Chad,2005,Employment by industry: Services (%) Female,18.287,Estimate.
148,Chad,2010,Employment by industry: Agriculture (%) Male and Female,78.51,Estimate.
148,Chad,2010,Employment by industry: Industry (%) Male and Female,2.359,Estimate.
148,Chad,2010,Employment by industry: Services (%) Male and Female,19.131,Estimate.
148,Chad,2010,Employment by industry: Agriculture (%) Male,78.274,Estimate.
148,Chad,2010,Employment by industry: Industry (%) Male,3.751,Estimate.
148,Chad,2010,Employment by industry: Services (%) Male,17.974,Estimate.
148,Chad,2010,Employment by industry: Agriculture (%) Female,78.796,Estimate.
148,Chad,2010,Employment by industry: Industry (%) Female,0.669,Estimate.
148,Chad,2010,Employment by industry: Services (%) Female,20.535,Estimate.
148,Chad,2015,Employment by industry: Agriculture (%) Male and Female,76.968,Estimate.
148,Chad,2015,Employment by industry: Industry (%) Male and Female,2.361,Estimate.
148,Chad,2015,Employment by industry: Services (%) Male and Female,20.671,Estimate.
148,Chad,2015,Employment by industry: Agriculture (%) Male,77.704,Estimate.
148,Chad,2015,Employment by industry: Industry (%) Male,3.782,Estimate.
148,Chad,2015,Employment by industry: Services (%) Male,18.514,Estimate.
148,Chad,2015,Employment by industry: Agriculture (%) Female,76.084,Estimate.
148,Chad,2015,Employment by industry: Industry (%) Female,0.654,Estimate.
148,Chad,2015,Employment by industry: Services (%) Female,23.262,Estimate.
148,Chad,2020,Employment by industry: Agriculture (%) Male and Female,76.282,Estimate.
148,Chad,2020,Employment by industry: Industry (%) Male and Female,2.104,Estimate.
148,Chad,2020,Employment by industry: Services (%) Male and Female,21.613,Estimate.
148,Chad,2020,Employment by industry: Agriculture (%) Male,77.819,Estimate.
148,Chad,2020,Employment by industry: Industry (%) Male,3.388,Estimate.
148,Chad,2020,Employment by industry: Services (%) Male,18.793,Estimate.
148,Chad,2020,Employment by industry: Agriculture (%) Female,74.451,Estimate.
148,Chad,2020,Employment by industry: Industry (%) Female,0.574,Estimate.
148,Chad,2020,Employment by industry: Services (%) Female,24.975,Estimate.
830,Channel Islands,2005,Employment by industry: Agriculture (%) Male and Female,5.42,Estimate.
830,Channel Islands,2005,Employment by industry: Industry (%) Male and Female,29.236,Estimate.
830,Channel Islands,2005,Employment by industry: Services (%) Male and Female,65.345,Estimate.
830,Channel Islands,2005,Employment by industry: Agriculture (%) Male,6.669,Estimate.
830,Channel Islands,2005,Employment by industry: Industry (%) Male,39.58,Estimate.
830,Channel Islands,2005,Employment by industry: Services (%) Male,53.751,Estimate.
830,Channel Islands,2005,Employment by industry: Agriculture (%) Female,3.799,Estimate.
830,Channel Islands,2005,Employment by industry: Industry (%) Female,15.821,Estimate.
830,Channel Islands,2005,Employment by industry: Services (%) Female,80.38,Estimate.
830,Channel Islands,2010,Employment by industry: Agriculture (%) Male and Female,4.713,Estimate.
830,Channel Islands,2010,Employment by industry: Industry (%) Male and Female,26.731,Estimate.
830,Channel Islands,2010,Employment by industry: Services (%) Male and Female,68.556,Estimate.
830,Channel Islands,2010,Employment by industry: Agriculture (%) Male,5.979,Estimate.
830,Channel Islands,2010,Employment by industry: Industry (%) Male,37.069,Estimate.
830,Channel Islands,2010,Employment by industry: Services (%) Male,56.952,Estimate.
830,Channel Islands,2010,Employment by industry: Agriculture (%) Female,3.09,Estimate.
830,Channel Islands,2010,Employment by industry: Industry (%) Female,13.47,Estimate.
830,Channel Islands,2010,Employment by industry: Services (%) Female,83.441,Estimate.
830,Channel Islands,2015,Employment by industry: Agriculture (%) Male and Female,4.032,Estimate.
830,Channel Islands,2015,Employment by industry: Industry (%) Male and Female,24.896,Estimate.
830,Channel Islands,2015,Employment by industry: Services (%) Male and Female,71.072,Estimate.
830,Channel Islands,2015,Employment by industry: Agriculture (%) Male,5.25,Estimate.
830,Channel Islands,2015,Employment by industry: Industry (%) Male,35.163,Estimate.
830,Channel Islands,2015,Employment by industry: Services (%) Male,59.586,Estimate.
830,Channel Islands,2015,Employment by industry: Agriculture (%) Female,2.476,Estimate.
830,Channel Islands,2015,Employment by industry: Industry (%) Female,11.784,Estimate.
830,Channel Islands,2015,Employment by industry: Services (%) Female,85.74,Estimate.
830,Channel Islands,2020,Employment by industry: Agriculture (%) Male and Female,3.498,Estimate.
830,Channel Islands,2020,Employment by industry: Industry (%) Male and Female,22.913,Estimate.
830,Channel Islands,2020,Employment by industry: Services (%) Male and Female,73.589,Estimate.
830,Channel Islands,2020,Employment by industry: Agriculture (%) Male,4.676,Estimate.
830,Channel Islands,2020,Employment by industry: Industry (%) Male,32.98,Estimate.
830,Channel Islands,2020,Employment by industry: Services (%) Male,62.344,Estimate.
830,Channel Islands,2020,Employment by industry: Agriculture (%) Female,2.012,Estimate.
830,Channel Islands,2020,Employment by industry: Industry (%) Female,10.21,Estimate.
830,Channel Islands,2020,Employment by industry: Services (%) Female,87.778,Estimate.
152,Chile,2005,Employment by industry: Agriculture (%) Male and Female,13.16,
152,Chile,2005,Employment by industry: Industry (%) Male and Female,22.95,
152,Chile,2005,Employment by industry: Services (%) Male and Female,63.89,
152,Chile,2005,Employment by industry: Agriculture (%) Male,17.257,
152,Chile,2005,Employment by industry: Industry (%) Male,29.317,
152,Chile,2005,Employment by industry: Services (%) Male,53.426,
152,Chile,2005,Employment by industry: Agriculture (%) Female,5.855,
152,Chile,2005,Employment by industry: Industry (%) Female,11.598,
152,Chile,2005,Employment by industry: Services (%) Female,82.547,
152,Chile,2010,Employment by industry: Agriculture (%) Male and Female,10.605,
152,Chile,2010,Employment by industry: Industry (%) Male and Female,22.957,
152,Chile,2010,Employment by industry: Services (%) Male and Female,66.437,
152,Chile,2010,Employment by industry: Agriculture (%) Male,14.123,
152,Chile,2010,Employment by industry: Industry (%) Male,31.123,
152,Chile,2010,Employment by industry: Services (%) Male,54.754,
152,Chile,2010,Employment by industry: Agriculture (%) Female,5.141,
152,Chile,2010,Employment by industry: Industry (%) Female,10.271,
152,Chile,2010,Employment by industry: Services (%) Female,84.588,
152,Chile,2015,Employment by industry: Agriculture (%) Male and Female,9.378,
152,Chile,2015,Employment by industry: Industry (%) Male and Female,23.284,
152,Chile,2015,Employment by industry: Services (%) Male and Female,67.338,
152,Chile,2015,Employment by industry: Agriculture (%) Male,12.749,
152,Chile,2015,Employment by industry: Industry (%) Male,31.677,
152,Chile,2015,Employment by industry: Services (%) Male,55.574,
152,Chile,2015,Employment by industry: Agriculture (%) Female,4.533,
152,Chile,2015,Employment by industry: Industry (%) Female,11.226,
152,Chile,2015,Employment by industry: Services (%) Female,84.241,
152,Chile,2020,Employment by industry: Agriculture (%) Male and Female,8.773,Estimate.
152,Chile,2020,Employment by industry: Industry (%) Male and Female,22.04,Estimate.
152,Chile,2020,Employment by industry: Services (%) Male and Female,69.187,Estimate.
152,Chile,2020,Employment by industry: Agriculture (%) Male,11.662,Estimate.
152,Chile,2020,Employment by industry: Industry (%) Male,30.831,Estimate.
152,Chile,2020,Employment by industry: Services (%) Male,57.507,Estimate.
152,Chile,2020,Employment by industry: Agriculture (%) Female,4.776,Estimate.
152,Chile,2020,Employment by industry: Industry (%) Female,9.878,Estimate.
152,Chile,2020,Employment by industry: Services (%) Female,85.346,Estimate.
156,China,2005,Employment by industry: Agriculture (%) Male and Female,44.8,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2005,Employment by industry: Industry (%) Male and Female,23.8,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2005,Employment by industry: Services (%) Male and Female,31.4,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2005,Employment by industry: Agriculture (%) Male,47.787,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2005,Employment by industry: Industry (%) Male,23.227,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2005,Employment by industry: Services (%) Male,28.986,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2005,Employment by industry: Agriculture (%) Female,41.136,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2005,Employment by industry: Industry (%) Female,24.503,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2005,Employment by industry: Services (%) Female,34.361,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,Employment by industry: Agriculture (%) Male and Female,36.7,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,Employment by industry: Industry (%) Male and Female,28.7,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,Employment by industry: Services (%) Male and Female,34.6,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,Employment by industry: Agriculture (%) Male,39.218,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,Employment by industry: Industry (%) Male,29.311,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,Employment by industry: Services (%) Male,31.471,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,Employment by industry: Agriculture (%) Female,33.542,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,Employment by industry: Industry (%) Female,27.934,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2010,Employment by industry: Services (%) Female,38.525,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,Employment by industry: Agriculture (%) Male and Female,28.58,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,Employment by industry: Industry (%) Male and Female,29.186,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,Employment by industry: Services (%) Male and Female,42.235,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,Employment by industry: Agriculture (%) Male,31.044,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,Employment by industry: Industry (%) Male,30.844,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,Employment by industry: Services (%) Male,38.111,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,Employment by industry: Agriculture (%) Female,25.477,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,Employment by industry: Industry (%) Female,27.098,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2015,Employment by industry: Services (%) Female,47.425,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,Employment by industry: Agriculture (%) Male and Female,24.729,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,Employment by industry: Industry (%) Male and Female,28.183,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,Employment by industry: Services (%) Male and Female,47.088,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,Employment by industry: Agriculture (%) Male,26.794,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,Employment by industry: Industry (%) Male,30.564,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,Employment by industry: Services (%) Male,42.641,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,Employment by industry: Agriculture (%) Female,22.087,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,Employment by industry: Industry (%) Female,25.139,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
156,China,2020,Employment by industry: Services (%) Female,52.774,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China."
344,"China, Hong Kong SAR",2005,Employment by industry: Agriculture (%) Male and Female,0.26,
344,"China, Hong Kong SAR",2005,Employment by industry: Industry (%) Male and Female,15.073,
344,"China, Hong Kong SAR",2005,Employment by industry: Services (%) Male and Female,84.667,
344,"China, Hong Kong SAR",2005,Employment by industry: Agriculture (%) Male,0.327,
344,"China, Hong Kong SAR",2005,Employment by industry: Industry (%) Male,22.129,
344,"China, Hong Kong SAR",2005,Employment by industry: Services (%) Male,77.544,
344,"China, Hong Kong SAR",2005,Employment by industry: Agriculture (%) Female,0.178,
344,"China, Hong Kong SAR",2005,Employment by industry: Industry (%) Female,6.527,
344,"China, Hong Kong SAR",2005,Employment by industry: Services (%) Female,93.295,
344,"China, Hong Kong SAR",2010,Employment by industry: Agriculture (%) Male and Female,0.227,Estimate.
344,"China, Hong Kong SAR",2010,Employment by industry: Industry (%) Male and Female,12.782,Estimate.
344,"China, Hong Kong SAR",2010,Employment by industry: Services (%) Male and Female,86.991,Estimate.
344,"China, Hong Kong SAR",2010,Employment by industry: Agriculture (%) Male,0.288,Estimate.
344,"China, Hong Kong SAR",2010,Employment by industry: Industry (%) Male,19.873,Estimate.
344,"China, Hong Kong SAR",2010,Employment by industry: Services (%) Male,79.839,Estimate.
344,"China, Hong Kong SAR",2010,Employment by industry: Agriculture (%) Female,0.158,Estimate.
344,"China, Hong Kong SAR",2010,Employment by industry: Industry (%) Female,4.815,Estimate.
344,"China, Hong Kong SAR",2010,Employment by industry: Services (%) Female,95.027,Estimate.
344,"China, Hong Kong SAR",2015,Employment by industry: Agriculture (%) Male and Female,0.194,Estimate.
344,"China, Hong Kong SAR",2015,Employment by industry: Industry (%) Male and Female,12.038,Estimate.
344,"China, Hong Kong SAR",2015,Employment by industry: Services (%) Male and Female,87.768,Estimate.
344,"China, Hong Kong SAR",2015,Employment by industry: Agriculture (%) Male,0.253,Estimate.
344,"China, Hong Kong SAR",2015,Employment by industry: Industry (%) Male,19.495,Estimate.
344,"China, Hong Kong SAR",2015,Employment by industry: Services (%) Male,80.252,Estimate.
344,"China, Hong Kong SAR",2015,Employment by industry: Agriculture (%) Female,0.132,Estimate.
344,"China, Hong Kong SAR",2015,Employment by industry: Industry (%) Female,4.176,Estimate.
344,"China, Hong Kong SAR",2015,Employment by industry: Services (%) Female,95.691,Estimate.
344,"China, Hong Kong SAR",2020,Employment by industry: Agriculture (%) Male and Female,0.167,Estimate.
344,"China, Hong Kong SAR",2020,Employment by industry: Industry (%) Male and Female,11.523,Estimate.
344,"China, Hong Kong SAR",2020,Employment by industry: Services (%) Male and Female,88.311,Estimate.
344,"China, Hong Kong SAR",2020,Employment by industry: Agriculture (%) Male,0.222,Estimate.
344,"China, Hong Kong SAR",2020,Employment by industry: Industry (%) Male,19.123,Estimate.
344,"China, Hong Kong SAR",2020,Employment by industry: Services (%) Male,80.655,Estimate.
344,"China, Hong Kong SAR",2020,Employment by industry: Agriculture (%) Female,0.111,Estimate.
344,"China, Hong Kong SAR",2020,Employment by industry: Industry (%) Female,3.885,Estimate.
344,"China, Hong Kong SAR",2020,Employment by industry: Services (%) Female,96.004,Estimate.
446,"China, Macao SAR",2005,Employment by industry: Agriculture (%) Male and Female,0.398,
446,"China, Macao SAR",2005,Employment by industry: Industry (%) Male and Female,24.911,
446,"China, Macao SAR",2005,Employment by industry: Services (%) Male and Female,74.691,
446,"China, Macao SAR",2005,Employment by industry: Agriculture (%) Male,0.631,
446,"China, Macao SAR",2005,Employment by industry: Industry (%) Male,38.656,
446,"China, Macao SAR",2005,Employment by industry: Services (%) Male,60.713,
446,"China, Macao SAR",2005,Employment by industry: Agriculture (%) Female,0.141,
446,"China, Macao SAR",2005,Employment by industry: Industry (%) Female,9.74,
446,"China, Macao SAR",2005,Employment by industry: Services (%) Female,90.119,
446,"China, Macao SAR",2010,Employment by industry: Agriculture (%) Male and Female,0.398,
446,"China, Macao SAR",2010,Employment by industry: Industry (%) Male and Female,13.668,
446,"China, Macao SAR",2010,Employment by industry: Services (%) Male and Female,85.933,
446,"China, Macao SAR",2010,Employment by industry: Agriculture (%) Male,0.667,
446,"China, Macao SAR",2010,Employment by industry: Industry (%) Male,22.826,
446,"China, Macao SAR",2010,Employment by industry: Services (%) Male,76.507,
446,"China, Macao SAR",2010,Employment by industry: Agriculture (%) Female,0.117,
446,"China, Macao SAR",2010,Employment by industry: Industry (%) Female,4.079,
446,"China, Macao SAR",2010,Employment by industry: Services (%) Female,95.804,
446,"China, Macao SAR",2015,Employment by industry: Agriculture (%) Male and Female,0.398,
446,"China, Macao SAR",2015,Employment by industry: Industry (%) Male and Female,15.801,
446,"China, Macao SAR",2015,Employment by industry: Services (%) Male and Female,83.801,
446,"China, Macao SAR",2015,Employment by industry: Agriculture (%) Male,0.674,
446,"China, Macao SAR",2015,Employment by industry: Industry (%) Male,26.716,
446,"China, Macao SAR",2015,Employment by industry: Services (%) Male,72.61,
446,"China, Macao SAR",2015,Employment by industry: Agriculture (%) Female,0.112,
446,"China, Macao SAR",2015,Employment by industry: Industry (%) Female,4.43,
446,"China, Macao SAR",2015,Employment by industry: Services (%) Female,95.458,
446,"China, Macao SAR",2020,Employment by industry: Agriculture (%) Male and Female,0.367,Estimate.
446,"China, Macao SAR",2020,Employment by industry: Industry (%) Male and Female,9.487,Estimate.
446,"China, Macao SAR",2020,Employment by industry: Services (%) Male and Female,90.146,Estimate.
446,"China, Macao SAR",2020,Employment by industry: Agriculture (%) Male,0.629,Estimate.
446,"China, Macao SAR",2020,Employment by industry: Industry (%) Male,16.087,Estimate.
446,"China, Macao SAR",2020,Employment by industry: Services (%) Male,83.284,Estimate.
446,"China, Macao SAR",2020,Employment by industry: Agriculture (%) Female,0.09,Estimate.
446,"China, Macao SAR",2020,Employment by industry: Industry (%) Female,2.511,Estimate.
446,"China, Macao SAR",2020,Employment by industry: Services (%) Female,97.399,Estimate.
170,Colombia,2005,Employment by industry: Agriculture (%) Male and Female,20.605,Estimate.
170,Colombia,2005,Employment by industry: Industry (%) Male and Female,18.948,Estimate.
170,Colombia,2005,Employment by industry: Services (%) Male and Female,60.447,Estimate.
170,Colombia,2005,Employment by industry: Agriculture (%) Male,29.775,Estimate.
170,Colombia,2005,Employment by industry: Industry (%) Male,20.583,Estimate.
170,Colombia,2005,Employment by industry: Services (%) Male,49.643,Estimate.
170,Colombia,2005,Employment by industry: Agriculture (%) Female,6.4,Estimate.
170,Colombia,2005,Employment by industry: Industry (%) Female,16.415,Estimate.
170,Colombia,2005,Employment by industry: Services (%) Female,77.185,Estimate.
170,Colombia,2010,Employment by industry: Agriculture (%) Male and Female,18.379,
170,Colombia,2010,Employment by industry: Industry (%) Male and Female,20,
170,Colombia,2010,Employment by industry: Services (%) Male and Female,61.62,
170,Colombia,2010,Employment by industry: Agriculture (%) Male,26.211,
170,Colombia,2010,Employment by industry: Industry (%) Male,22.849,
170,Colombia,2010,Employment by industry: Services (%) Male,50.94,
170,Colombia,2010,Employment by industry: Agriculture (%) Female,7.003,
170,Colombia,2010,Employment by industry: Industry (%) Female,15.862,
170,Colombia,2010,Employment by industry: Services (%) Female,77.135,
170,Colombia,2015,Employment by industry: Agriculture (%) Male and Female,16.006,
170,Colombia,2015,Employment by industry: Industry (%) Male and Female,19.825,
170,Colombia,2015,Employment by industry: Services (%) Male and Female,64.169,
170,Colombia,2015,Employment by industry: Agriculture (%) Male,22.383,
170,Colombia,2015,Employment by industry: Industry (%) Male,24.053,
170,Colombia,2015,Employment by industry: Services (%) Male,53.563,
170,Colombia,2015,Employment by industry: Agriculture (%) Female,7.22,
170,Colombia,2015,Employment by industry: Industry (%) Female,13.999,
170,Colombia,2015,Employment by industry: Services (%) Female,78.781,
170,Colombia,2020,Employment by industry: Agriculture (%) Male and Female,16.453,Estimate.
170,Colombia,2020,Employment by industry: Industry (%) Male and Female,20.019,Estimate.
170,Colombia,2020,Employment by industry: Services (%) Male and Female,63.527,Estimate.
170,Colombia,2020,Employment by industry: Agriculture (%) Male,22.716,Estimate.
170,Colombia,2020,Employment by industry: Industry (%) Male,23.84,Estimate.
170,Colombia,2020,Employment by industry: Services (%) Male,53.444,Estimate.
170,Colombia,2020,Employment by industry: Agriculture (%) Female,7.647,Estimate.
170,Colombia,2020,Employment by industry: Industry (%) Female,14.647,Estimate.
170,Colombia,2020,Employment by industry: Services (%) Female,77.707,Estimate.
174,Comoros,2005,Employment by industry: Agriculture (%) Male and Female,55.412,Estimate.
174,Comoros,2005,Employment by industry: Industry (%) Male and Female,14.179,Estimate.
174,Comoros,2005,Employment by industry: Services (%) Male and Female,30.409,Estimate.
174,Comoros,2005,Employment by industry: Agriculture (%) Male,50.568,Estimate.
174,Comoros,2005,Employment by industry: Industry (%) Male,15.611,Estimate.
174,Comoros,2005,Employment by industry: Services (%) Male,33.821,Estimate.
174,Comoros,2005,Employment by industry: Agriculture (%) Female,62.754,Estimate.
174,Comoros,2005,Employment by industry: Industry (%) Female,12.008,Estimate.
174,Comoros,2005,Employment by industry: Services (%) Female,25.238,Estimate.
